ID,albanian,arab,belarusian,bulgarian,chinese,czech,english,estonian,finnish,french,german,greek,hungarian,italian,japanese,latvian,lithuanian,polish,romanian,russian,swedish,turkish,ukrainian,yugoslav,spanish,portuguese,dutch
492,Arequipa,Arikiba,,,Aleijipa,Arequipa,Arequipa,Arequipa,Arequipa,Arequipa,Arequipa,Arekipa,Arequipa,Arequipa,Arekipa,Arekipa,Arekipa,Arequipa,Arequipa,Arekipa,Arequipa,Arequipa,,Arequipa,Arequipa,Arequipa,Arequipa
493,La Libertad,La Libertad,,,La libertad,La Libertad,La Libertad,La Libertad,La Libertad,La Libertad,La Libertad,La Libertad,La Libertad,La Libertad,Furīdamu,La Libertad,La Libertadas,La Libertad,La Libertad,La-Libertad,La Libertad,La Libertad,,La Libertad,La Libertad,La Libertad,La Libertad
494,Ucayali,Nahr awkayaliun,,,Wuqiayalihe,Ucayali,Ucayali,Ucayali,Ucayali,Río Ucayali,Río Ucayali,Ucayali,Ucayali,Ucayali,Ukayarigawa,Ucayali,Ukajalis,Ukajali,Ucayali,Ukajali,Ucayali,Ucayali Nehri,,Ucayali,Río Ucayali,Rio Ucayali,Ucayali
495,Amazonas,Amazwnas,,,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonasu-shū,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,Amazonas,,Amazonas,Amazonas,Amazonas,Amazonas
496,Minas Gerais,Minas jrays,,,Minasijilasizhou,Minas Gerais,Minas Gerais,Minas Geraisi osariik,Minas Gerais,Minas Gerais,Minas Gerais,Minas Zerais,Minas Gerais,Minas Gerais,Minasujeraisu-shū,Minasžeraisa,Minas Žeraisas,Minas Gerais,Minas Gerais,Minas-Zherajs,Minas Gerais,Minas Gerais,,Minas Gerais,Minas Gerais,Minas Gerais,Minas Gerais
497,Maranhao,Markabuh,,,Malaniangzhou,Maranhão,Maranhao,Maranhão osariik,Maranhão,Maranhão,Maranhão,Maraniao,Maranhão,Maranhão,Maranyon-shū,Maraņauna,Maranjanas,Maranhão,Maranhão,Maran'jan,Maranhão,Maranhão,,Maranhão,Maranhão,Maranhão,Maranhão
498,Lumi Rio Grande,Riu ghrandi,,,Gelandehe,Rio Grande,Rio Grande,Rio Grande,Rio Grande,Río Grande,Rio Grande,Rio Gkrante,Rio Grande,Rio Grande,Rio gurande kawa,Riogrande,Grandė,Rio Grande,Rio Grande,Rio-Grande,Rio Grande,Rio Grande,,Rio Grande,Río Bravo,Rio Grande,Rio Grande
499,Bahia,Bahia,,,Bayiyazhou,Bahia,Bahia,Bahia osariik,Bahia,Bahia,Bahia,Baia,Bahia,Bahia,Baīa shū,Baija,Bahija,Bahia,Bahia,Baija,Bahia,Bahia,,Bahia,Estado de Bahía,Bahia,Bahia
500,Rio de Zhaneiro,Riu di janiru,,,Liyuereneilu,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio nte Tzaneiro,Rio de Janeiro,Rio de Janeiro,Riodejaneiro,Riodežaneiro,Rio de Žaneiras,Rio de Janeiro,Rio de Janeiro,Rio-de-Zhanejro,Rio de Janeiro,Rio de Janeiro,,Rio de Janeiro,Río de Janeiro,Rio de Janeiro,Rio de Janeiro
501,São Paulo,Saw bawlu,,,Shengbaoluo,São Paulo,Sao Paulo,São Paulo,São Paulo,São Paulo,São Paulo,Sao Paolo,São Paulo,San Paolo,Sanpauro,Sanpaulu,San Paulas,São Paulo,São Paulo,San-Paulu,São Paulo,São Paulo,,São Paulo,São Paulo,São Paulo,Sint-Paul
502,Rio Grande Sul,Rio Grande Sul,,,Nanli'aogelandezhou,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul,Rio Grande Sul
503,Santa Catarina,Santa Catarina,,,Shengkatalinna,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santakatarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Katarina,Santa Catarina,Santa Catarina,,Santa Catarina,Santa Catarina,Santa Catarina,Sint-Catarina
504,Iguacu,Iguacu,,,Yiguasu,Iguaçu,Iguacu,Iguacu,Iguacu,Iguacu,Iguaçu,Iguacu,Iguacu,Iguacu,Iguasu,Iguacu,Igvasu,Iguaçu,Iguacu,Iguasu,Iguacu,Iguacu,,Iguaçu,Iguacu,Iguaçu,Iguaçu
505,Goias,Ghwas,,,Geyasizhou,Goiás,Goias,Goiási osariik,Goiás,Goiás,Goiás,Gkoias,Goiás,Goiás,Goiasu-shū,Gojasa,Gojasas,Goiás,Goiás,Gojas,Goiás,Goiás,,Goiás,Goiás,Goiás,Goiás
506,Antofagasta,Antufaghasta,,,Antuofajiasita,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasuta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagast,,Antofagasta,Antofagasta,Antofagasta,Antofagasta
507,Magallanes,Magallanes,,,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Maguranesu,Magallanes,Magallanes,Magallanes,Magallanes,Magal'janes,Magallanes,Magallanes,,Magallanes,Magallanes,Magallanes,Magallanes
508,Tucuman,Tukuman,,,Tukumansheng,Tucumán,Tucuman,Tucuman,Tucumánin maakunta,Province de Tucumán,Provinz Tucumán,Eparchia Toykoyman,Tucuman,Tucumán,Toukuman shū,Tukumanas province,Tukumano,Tucumán,Tucumán,Tukuman,Tucumán,Tucumán,,Tucuman,Provincia de Tucumán,Tucumã,Tucumán
509,Chaco Austral,Chaco Austral,,,Nanchake,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Australe,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral,,Chaco Austral,Chaco Austral,Chaco Austral,Chaco Austral
510,Mesopotamia,Bilad alraafidayn,,,Meisuobudamiya,Mezopotámie,Mesopotamia,Mesopotaamia,Mesopotamia,Mésopotamie,Mesopotamien,Mesopotamia,Mezopotámia,Mesopotamia,Mesopotamia,Senā Divupe,Mesopotamija,Mezopotamia,Mesopotamia,Mesopotamija,Mesopotamien,Mezopotamya,,Mezopotamija,Mesopotamia,Mesopotâmia,Mesopotamië
511,Mendoza,Mendoza,,,Menduasa,Mendoza,Mendoza,Mendoza,Mendoza,Mendoza,Mendoza,Mendoza,Mendoza,Mendoza,Mendōsa,Mendoza,Mendosa,Mendoza,Mendoza,Mendosa,Mendoza,Mendoza,,Mendoza,Mendoza,Mendoza,Mendoza
512,Patagonia,Bataghwnya,,,Batageniya,Patagonie,Patagonia,Patagoonia,Patagonia,Patagonie,Patagonien,Patagonia,Patagónia,Patagonia,Patagonia,Patagonija,Patagonija,Patagonia,Patagonia,Patagonija,Patagonien,Patagonya,,Patagonija,Patagonia,Patagónia,Patagonië
513,Tlemcen,Talmisan,,,Telaimusen,Tlemcen,Tlemcen,Tlemcen,Tlemcen,Tlemcen,Tlemcen,Tlemsen,Tlemcen,Tlemcen,Toremusen,Tlemcen,Tlemsenas,Tilimsan,Tlemcen,Tlemsen,Tlemcen,Tilimsan,,Tlemcen,Tremecén,Tremecém,Tlemcen
514,Algerian Desert,Alsahra aljazayiria,,,A'erjiliyashamo,Alžírská poušť,Algerian Desert,Algerian Desert,Algerian Desert,Sahara algérien,Algerische Sahara,Algerian Desert,Algerian Desert,Deserto dell'Algeria,Arujeria no sahara,Algerian Desert,Alžyro dykuma,Algerian Desert,Algerian Desert,Alzhirskaja pustynja,Algerian Desert,Cezayir Çölü,,Algerian Desert,Sáhara argelino,Deserto da Argélia,Algerijnse Woestijn
515,Southern Sahara,Southern Sahara,,,Nanshahala,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,Southern Sahara,,Southern Sahara,Southern Sahara,Southern Sahara,Zuidelijke Sahara
516,Northwest Siberia,Northwest Siberia,,,Xiboliya xibeibu,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,Northwest Siberia,,Northwest Siberia,Northwest Siberia,Northwest Siberia,Noord-West Siberië
517,Victoria,Fikturya,,,Weizhou,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Viktoria,Victoria,Victoria,Vuikutoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,,Victoria,Victoria,Victoria,Victoria
518,Tasmania,Tasmania,,,Tazhou,Tasmánie,Tasmania,Tasmaania,Tasmania,Tasmanie,Tasmanien,Tasmania,Tasmania,Tasmania,Tasumania-shū,Tasmanija,Tasmanija,Tasmania,Tasmania,Tasmanija,Tasmanien,Tasmanya,,Tasmanija,Tasmania,Tasmânia,Tasmanië
519,Australia Jugore,Janub usturalia,,,Nanzhou,Jižní Austrálie,South Australia,Lõuna-Austraalia,Etelä-Australia,Australie-Méridionale,South Australia,Notia Australia,Dél-Ausztrália,Austrialia Meridonale,Minami ōsutoraria shū,Dienvidaustrālija,Pietų Australija,Australia Południowa,Australia de Sud,Juzhnaja Avstralija,South Australia,Güney Avustralya,,Južna Australija,Australia Meridional,Austrália Meridional,Zuid-Australië
520,Northern Territory,Iiqlim shamaliu,,,Bei'ao,Severní teritorium,Northern Territory,Põhjaterritoorium,Pohjoisterritorio,Territoire du Nord,Northern Territory,Voreia Epikrateia,Északi terület,Territorio del Nord,Nōzanteritorī,Ziemeļu teritorija,Šiaurės Teritorija,Terytorium Północne,Teritoriul de Nord,Severnaja territorija,Northern Territory,Kuzey Bölges,,Sjeverni teritorij,Territorio del Norte,Território do Norte,Noordelijk Territorium
521,Queensland,Kuynzland,,,Kunzhou,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Koyinslant,Queensland,Terra della Regina,Kuīnzurando shū,Kvinslenda,Kvynslandas,Queensland,Queensland,Kvinslend,Queensland,Queensland,,Queensland,Queensland,Queensland,Queensland
522,Australia Perëndimore,Usturalia algharbia,,,Xizhou,Západní Austrálie,Western Australia,Lääne-Austraalia,Länsi-Australia,Australie-Occidentale,Western Australia,Dutiki Australia,Nyugat-Ausztrália,Austrialia Occidentale,Nishi ōsutoraria shū,Rietumaustrālija,Vakarų Australija,Australia Zachodnia,Australia de Vest,Zapadnaja Avstralija,Western Australia,Batı Avustralya,,Zapadna Australija,Australia Occidental,Austrália Ocidental,West-Australië
523,Papua,Babwa,,,Babuya,Papua,Papua,Papua,Papua,Papouasie,Papua,Papua,Pápua,Papua,Papua,Papua,Papua,Papua,Papua,Papua,Papua,Papua,,Papua,Papúa,Papua,Papoea
524,Republika e Kinës,Taywan,,,Taiwan,Tchaj-wan,Taiwan,Taiwan,Taiwan,Taïwan,Republik China,Taivan,Kínai Köztársaság,Formosa,Chūkaminkoku,Ķinas Republika,Taivanas,Republika Chińska,Taiwan,Kitajskaja Respublika,Taiwan,Tayvan,,Republika Kina,República de China,Taiwan,Nederlands Formosa
525,Koreja e Jugut,Kuria aljanubia,,,Nanchaoxian,Jižní Korea,South Korea,Lõuna-Korea,Korean tasavalta,Corée du Sud,Südkorea,Notia Korea,Dél-Korea,Corea del Sud,Daikanminkoku,Dienvidkoreja,Pietų Korėja,Korea Południowa,Coreea de Sud,Respublika Koreja,Sydkorea,Güney Kore,,Južna Koreja,Corea del Sur,Coreia do Sul,Zuid-Korea
526,Okinawa,Uwkinawa,,,Chongsheng,Prefektura Okinawa,Okinawa,Okinawa prefektuur,Okinawan prefektuuri,Préfecture d'Okinawa,Präfektur Okinawa,Okinawa,Okinava prefektúra,Okinawa,Okinawa-ken,Okinavas prefektūra,Okinavos prefektūra,Prefektura Okinawa,Prefectura Okinawa,Okinava,Okinawa prefektur,Okinawa,,Okinawa,Prefectura de Okinawa,Okinawa,Okinawa
527,Koreja e Veriut,Kuria alshamalia,,,Beichaoxian,Severní Korea,North Korea,Põhja-Korea,Korean demokraattinen kansantasavalta,Corée du Nord,Nordkorea,Voreia Korea,Észak-Korea,Corea del Nord,Minshutō no chōsenminshushugijinminkyōwakoku,Ziemeļkoreja,Šiaurės Korėja,Korea Północna,Coreea de Nord,Korejskaja Narodno-Demokraticheskaja Respublika,Nordkorea,Kuzey Kore,,Sjeverna Koreja,Corea del Norte,Coreia do Norte,Noord-Korea
528,Kyūshū,Kiwshu,,,Jiuzhou,Kjúšú,Kyushu,Kyūshū,Kyūshū,Kyūshū,Kyūshū,Kioysoy,Kjúsú,Kyūshū,Kyūshū,Kjusju,Kiūšiū,Kiusiu,Kyushu,Kjusju,Kyushu,Kyūshū,,Kyushu,Kyūshū,Kyushu,Kyushu
529,Chugoku,Mintiqat tshughuku,,,Shanyinshanyang,Čúgoku,Chugoku,Chugoku,Chūgoku,Région du Chūgoku,Chūgoku,Chugoku,Csúgoku,Chūgoku,Chūgoku,Čjūgoku reģions,Čiūgoku regionas,Region Chūgoku,Regiunea Chūgoku,Tjugoku,Chugoku,Chūgoku,,Chūgoku,Región de Chūgoku,Região de Chugoku,Chugoku
530,Shikoku,Shikuku,,,Siguo,Šikoku,Shikoku,Shikoku,Shikoku,Shikoku,Shikoku,Sikokoy,Sikoku,Shikoku,Shikoku,Šikoku,Šikoku,Sikoku,Shikoku,Sikoku,Shikoku,Shikoku,,Shikoku,Región de Shikoku,Shikoku,Shikoku
531,Kansai,Mintaqat kansay,,,Jinji,Kansai,Kansai,Kansai,Kansai,Région du Kansai,Kinki,Kansai,Kanszai,Kansai,Kinki chihō,Kansai reģions,Kansajaus regionas,Region Kinki,Regiunea Kansai,Kansaj,Kansai,Kansai,,Kansai,Región de Kansai,Kansai,Kansai
532,Tokai,Tukay,,,Donghai,Tokai,Tokai,Tokai,Tokai,Tokai,Tokai,Tokai,Tokai,Tokai,Tōkai,Tokai,Tokai,Tokai,Tokai,Tokaj,Tokai,Tokai,,Tokai,Tokai,Tokai,Tokai
533,Tohoku,Mintaqat tuhuku,,,Ribei,Tóhoku,Tohoku,Tohoku,Tōhoku,Région du Tōhoku,Tōhoku,Tohoku,Tóhoku,Tōhoku,Tōhoku chihō,Tohoku reģions,Tohoku regionas,Region Tōhoku,Regiunea Tōhoku,Tohoku,Tohoku,Tōhoku,,Tōhoku,Región de Tōhoku,Tohoku,Tōhoku
534,Hokuriku,Hokuriku,,,Beilu,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,Hokuriku,,Hokuriku,Hokuriku,Hokuriku,Hokuriku
535,Koshinetsu,Mintiqat kushinitsu,,,Jiaxinyue,Kóšinecu,Koshinetsu,Koshinetsu,Kōshin’etsu,Région du Kōshinetsu,Koshinetsu,Koshinetsu,Koshinetsu,Kōshin'etsu,Kōshin'etsu chihō,Koshinetsu,Košinecu regionas,Region Kōshin’etsu,Koshinetsu,Kosin'etsu,Koshinetsu,Kōshin'etsu,,Kōshin'etsu,Región de Kōshin'etsu,Região de Koshinetsu,Koshinetsu
536,Hokaido,Hukaydu,,,Beihaidao,Hokkaidó,Hokkaido,Hokkaidō,Hokkaidō,Hokkaidō,Hokkaidō,Chokkainto,Hokkaidó,Hokkaidō,Hokkaidō,Hokaido,Hokaidas,Hokkaido,Insula Hokkaidō,Hokkajdo,Hokkaido,Hokkaidō,,Hokkaido,Hokkaidō,Hokkaido,Hokkaido
537,South Sakhalin,Muhafazat karafutu,,,Huataiting,Prefektura Karafuto,South Sakhalin,South Sakhalin,South Sakhalin,Préfecture de Karafuto,Präfektur Karafuto,South Sakhalin,Karafuto prefektúra,Karafuto,Karafuto-chō,South Sakhalin,South Sakhalin,South Sakhalin,South Sakhalin,Karafuto,South Sakhalin,Karafuto,,Karafuto,Prefectura de Karafuto,Província de Karafuto,Karafuto
538,Central Congo,Central Congo,,,Ganguozhong,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Congo Centrale,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,Central Congo,,Central Congo,Central Congo,Central Congo,Centraal Congo
539,Gaboni,Alghabun,,,Jiapeng,Gabon,Gabon,Gabon,Gabon,Gabon,Gabun,Gkabon,Gabon,Gabon,Gabon,Gabona,Gabonas,Gabon,Gabon,Gabon,Gabon,Gabon,,Gabon,Gabón,Gabão,Gabon
540,South Angola,South Angola,,,South angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,South Angola,,South Angola,South Angola,South Angola,Zuid Angola
541,South West Africa,Janub gharb afriqia,,,Xinanfeizhou,Jihozápadní Afrika,South West Africa,Edela-Aafrika,Lounais-Afrikka,Sud-Ouest africain,Südwestafrika,South West Africa,South West Africa,Africa del Sud-Ovest,Nanseiafurika,Dienvidrietumu Āfrika,Pietvakarių Afrika,Afryka Południowo-Zachodnia,South West Africa,Jugo-Zapadnaja Afrika,Sydvästafrika,Güneybatı Afrika,,South West Africa,África del Sudoeste,Sudoeste Africano,Zuidwest-Afrika
542,Bechuanaland,Bechuanaland,,,Beizhuanna,Bechuanaland,Bechuanaland,Betšuaanamaa protektoraat,Betšuanamaa,Protectorat du Bechuanaland,Betschuanaland,Bechuanaland,Bechuanaland,Protettorato del Bechuanaland,Bechuanarando,Bechuanaland,Bečuanalandas,Beczuana,Bechuanaland,Bechuanalend,Bechuanalandprotektoratet,Bechuanaland,,Bečuana,Bechuanalandia,Protetorado da Bechuanalândia,Protectoraat Beetsjoeanaland
543,Madagaskari,Madghashqar,,,Madajiasijia,Madagaskar,Madagascar,Madagaskar,Madagaskar,Madagascar,Madagaskar,Madagaskari,Madagaszkár,Madagascar,Madagasukaru,Madagaskara,Madagaskaras,Madagaskar,Madagascar,Madagaskar,Madagaskar,Madagaskar,,Madagaskar,Madagascar,Madagáscar,Madagaskar
544,Mozambiku,Muzambiq,,,Mosangbike,Mosambik,Mozambique,Mosambiik,Mosambik,Mozambique,Mosambik,Mozamviki,Mozambik,Mozambico,Mozanbīku,Mozambika,Mozambikas,Mozambik,Mozambic,Mozambik,Moçambique,Mozambik,,Mozambik,Mozambique,Moçambique,Mozambique
545,Rhodesia,Rudsia,,,Luodexiya,Republika Rhodesie,Rhodesia,Rodeesia,Rhodesia,Rhodésie,Rhodesien,Rodesia,Rodéziai köztársaság,Rhodesia,Rōdeshia,Rodēzija,Rodezijos Respublika,Rodezja,Rhodesia,Rodezija,Rhodesia,Rodezya,,Rhodesia,República de Rodesia,Rodésia,Rhodesië
546,Tanganyika,Tanganyika,,,Tanganyika,Tanganika,Tanganyika,Tanganyika,Tanganyika,Tanganyika,Tanganyika,Tangkanika,Tanganyika,Tanganica,Tanganyika,Tanganyika,Tanganika,Tanganika,Tanganyika,Tangan'ika,Tanganyika,Tanganyika,,Tanganyika,Tanganica,Tanganica,Tanganyika
547,Kenia,Kinia,,,Kenniya,Keňa,Kenya,Keenia,Kenia,Kenya,Kenia,Kenua,Kenya,Kenya,Kenia,Kenija,Kenija,Kenia,Kenya,Kenija,Kenya,Kenya,,Kenija,Kenia,Quénia,Kenia
548,Uganda,Uwghanda,,,Wuganda,Uganda,Uganda,Uganda,Uganda,Ouganda,Uganda,Oygkanta,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda,,Uganda,Uganda,Uganda,Oeganda
549,Sudani,Alsuwdan,,,Sudan,Súdán,Sudan,Sudaan,Sudan,Soudan,Sudan,Soydan,Szudán,Sudan,Sūdan,Sudāna,Sudanas,Sudan,Sudan,Sudan,Sudan,Sudan,,Sudan,Sudán,Sudão,Soedan
550,Eritrea,Iritria,,,Eliteliya,Eritrea,Eritrea,Eritrea,Eritrea,Érythrée,Eritrea,Eruthraia,Eritrea,Eritrea,Eritoria,Eritreja,Eritrėja,Erytrea,Eritreea,Eritreja,Eritrea,Eritre,,Eritreja,Eritrea,Eritreia,Eritrea
551,Hartum,Alkhartum,,,Katumu,Chartúm,Khartoum,Hartum,Khartum,Khartoum,Khartum,Chartoym,Kartúm,Khartum,Harutsūmu,Hartūma,Chartumas,Chartum,Khartoum,Hartum,Khartoum,Hartum,,Khartoum,Jartum,Cartum,Khartoem
552,Western Desert,Western Desert,,,Xibushamo,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Seibu no sabaku,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,Western Desert,,Western Desert,Western Desert,Western Desert,Westelijke Woestijn
553,Libani,Lubnan,,,Libanen,Libanon,Lebanon,Liibanon,Libanon,Liban,Libanon,Livanos,Libanon,Libano,Rebanon,Libāna,Libanas,Liban,Liban,Livan,Libanon,Lübnan,,Libanon,Líbano,Líbano,Libanon
554,Damasku,Dimashq,,,Damashige,Damašek,Damascus,Damaskus,Damaskos,Damas,Damaskus,Damaskos,Damaszkusz,Damasco,Damasukasu,Damaska,Damaskas,Damaszek,Damasc,Damask,Damaskus,Şam,,Damask,Damasco,Damasco,Damascus
555,Kuril Islands,Juzur alkuril,,,Qiandaoqundao,Kurilské ostrovy,Kuril Islands,Kuriilid,Kuriilit,Îles Kouriles,Kurilen,Koyriles,Kuril-szigetek,Isole Curili,Chishima rettō,Kuriļu salas,Kurilų salos,Wyspy Kurylskie,Insulele Kurile,Kuril'skie ostrova,Kurilerna,Kuril Adaları,,Kurilski otoci,Islas Kuriles,Ilhas Curilas,Koerilen
556,Mali,Mali,,,Mali,Mali,Mali,Mali,Mali,Mali,Mali,Mali,Mali,Mali,Marikyōwakoku,Mali,Malis,Mali,Mali,Mali,Mali,Mali,,Mali,Malí,Mali,Mali
557,Mauritania,Muritania,,,Maolitaniya,Mauritánie,Mauritania,Mauritaania,Mauritania,Mauritanie,Mauretanien,Mauritania,Mauritánia,Mauritania,Mōritania,Mauritānija,Mauritanija,Mauretania,Mauritania,Mavritanija,Mauretanien,Moritanya,,Mauretanija,Mauritania,Mauritânia,Mauritanië
558,Nigeria,Nayjiria,,,Naijiliya,Nigérie,Nigeria,Nigeeria,Nigeria,Nigeria,Nigeria,Nigiria,Nigéria,Nigeria,Naijeria,Nigērija,Nigerija,Nigeria,Nigeria,Nigerija,Nigeria,Nijerya,,Nigerija,Nigeria,Nigéria,Nigeria
559,Somalilandi,Sumaliland,,,Suomalilan,Somaliland,Somaliland,Somaalimaa,Somalimaa,Somaliland,Somaliland,Somalilandi,Szomáliföld,Somalia Italiana,Somarirando,Somālilenda,Somalilandas,Somaliland,Somaliland,Somalilend,Somaliland,Somaliland,,Somaliland,Somalilandia,Somalilândia,Somaliland
560,Nikolayevsk,Nikulayfisk,,,Nigulayefusike,Nikolayevsk,Nikolayevsk,Nikolayevsk,Nikolayevsk,Nikolaïevsk,Nikolajewsk,Nikolayevsk,Nikolayevsk,Nikolaevsk,Nikolajewsk.,Nikolayevsk,Nikolayevsk,Nikołajewsk,Nikolayevsk,Nikolaevsk,Nikolayevsk,Nikolayevsk,,Nikolayevsk,Nikolayevsk,Nikolayevsk,Nikolayevsk
561,Lumi Heilong Jiang,Kirik amur,,,Heilongjiang,Amur,Amur,Amuur,Amur,Amour,Amur,Amoyr,Amur,Amur,Amūru kawa,Amūra,Amūras,Amur,Amur,Amur,Amur,Amur Nehri,,Amur,Río Amur,Rio Amur,Amoer
562,Okhotsk,Okhotsk,,,Ehuocike,Ochotsk,Okhotsk,Ohhotsk,Ohotsk,Okhotsk,Ochotsk,Okhotsk,Ohotszk,Ochotsk,Ohōtsuku,Ohotska,Okhotsk,Ochock,Okhotsk,Ohotsk,Ochotsk,Ohotsk,,Okhotsk,Ojotsk,Ocótsqui,Ochotsk
563,Chita,Chita,,,Chita,Chita,Chita,Chita,Chita,Chita,Chita,Chita,Chita,Chita,Senri,Chita,Chita,Chita,Chita,Chita,Chita,Chita,,Chita,Chita,Chita,Chita
564,Ulan Ude,Uwlan-uwdi,,,Wulanwude,Ulan-Ude,Ulan Ude,Ulan-Ude,Ulan-Ude,Oulan-Oudé,Ulan-Ude,Oylan Oynte,Ulan-Ude,Ulan-Udė,Uran ude,Ulanude,Ulan Udė,Ułan Ude,Ulan-Ude,Ulan-Ude,Ulan-Ude,Ulan-Ude,,Ulan-Ude,Ulán-Udé,Ulan-Ude,Oelan-Oede
565,Bodaybo,Budabu,,,Bodaibo,Bodajbo,Bodaybo,Bodaybo,Bodaibo,Bodaïbo,Bodaibo,Bodaybo,Bodajbo,Bodajbo,Bodaibo,Bodaybo,Bodaibas,Bodajbo,Bodaybo,Bodajbo,Bodaybo,Bodaybo,,Bodaybo,Bodaibó,Bodaybo,Bodaybo
566,Irkucku,Iirkutisk,,,Yierkucike,Irkutsk,Irkutsk,Irkutsk,Irkutsk,Irkoutsk,Irkutsk,Irkoytsk,Irkutszk,Irkutsk,Irukūtsuku,Irkutska,Irkutskas,Irkuck,Irkutsk,Irkutsk,Irkutsk,İrkutsk,,Irkutsk,Irkutsk,Irkutsk,Irkoetsk
567,Bracku,Bratisk,,,Bulacike,Bratsk,Bratsk,Bratsk,Bratsk,Bratsk,Bratsk,Bratsk,Bratszk,Bratsk,Burātsuku,Bratska,Bratskas,Brack,Bratsk,Bratsk,Bratsk,Bratsk,,Bratsk,Bratsk,Bratsk,Bratsk
568,Krasnoyarsk,Krasnuyarsk,,,Kelasinuoya'ersike,Krasnojarsk,Krasnoyarsk,Krasnojarsk,Krasnojarsk,Krasnoïarsk,Krasnojarsk,Krasnogiarsk,Krasznojarszk,Krasnojarsk,Kurasunoyarusuku,Krasnojarska,Krasnojarskas,Krasnojarsk,Krasnoiarsk,Krasnojarsk,Krasnojarsk,Krasnoyarsk,,Krasnojarsk,Krasnoyarsk,Krasnoiarsk,Krasnojarsk
569,Kemerovo,Kimitrufu,,,Kemailuowo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kemerowo,Kemerovo,Kemerovo,Kemerovo,Kemerovuo,Kemerova,Kemerovas,Kemerowo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,,Kemerovo,Kémerovo,Kemerovo,Kemerovo
570,Novosibirsku,Nufusibirisk,,,Xinxiboliya,Novosibirsk,Novosibirsk,Novosibirsk,Novosibirsk,Novossibirsk,Nowosibirsk,Novosibirsk,Novoszibirszk,Novosibirsk,Novuoshibirusuku,Novosibirska,Novosibirskas,Nowosybirsk,Novosibirsk,Novosibirsk,Novosibirsk,Novosibirsk,,Novosibirsk,Novosibirsk,Novosibirsk,Novosibirsk
